"province","category","attraction_id","city","country","name","price","rating","avg_price","latitude","longitude"
"british_columbia","day_trips_&_excursions",502,"vancouver","canada","full-day_cheakamus_rafting_and_sea_to_sky_gondola_combo_from_vancouver",205.79,5,270.3586885246,49.7491493225,-123.1333770752
"ontario","day_trips_&_excursions",503,"toronto","canada","niagara_falls_day_tour_with_hop_on_hop_off_toronto_city_tour",192,4.5,213.728,43.6561508179,-79.384262085
"massachusetts_(ma)","day_trips_&_excursions",504,"boston","united_states","niagara_falls_day_trip_from_boston_by_air",871.12,4,871.12,40.7519760132,-73.9866027832
"ontario","day_trips_&_excursions",505,"toronto","canada","luxury_bus_tour_of_niagara_falls_with_hornblower_cruise_from_toronto",170,4.5,213.728,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",506,"vancouver","canada","private_tour:_whistler_day_trip_from_vancouver",252,5,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",507,"vancouver","canada","vancouver_full-day_sightseeing_and_photography_tour",249,5,270.3586885246,56.1303672791,-106.3467712402
"british_columbia","day_trips_&_excursions",508,"vancouver","canada","vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat",459,5,270.3586885246,49.2847518921,-123.1394805908
"alberta","day_trips_&_excursions",509,"calgary","canada","icefields_parkway_discovery_to_jasper_from_calgary",327.6,5,298.5810526316,51.1306915283,-114.0066375732
"quebec","day_trips_&_excursions",510,"montreal","canada","4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer",86.23,5,86.3675,45.5058174133,-73.5531616211
"british_columbia","day_trips_&_excursions",511,"vancouver","canada","vancouver_coastal_canyon_tour",158,5,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",512,"vancouver_island","canada","seaplane_flight_to_vancouver_with_bus_tour_from_victoria",439,5,270.3586885246,48.4241294861,-123.3707809448
"nova_scotia","day_trips_&_excursions",513,"earltown","canada","4_hour_quickie_adventure",92,null,354.5357142857,38.8258628845,-76.919593811
"ontario","day_trips_&_excursions",514,"toronto","canada","bus_tour_of_niagara_falls_with_lunch_and_boat_from_mississauga",215,4.5,213.728,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",515,"boston_bar","canada","nahatlatch_river_rafting_-_24_amazing_rapids",175,4.5,270.3586885246,49.9877929688,-121.540977478
"british_columbia","day_trips_&_excursions",516,"vancouver_island","canada","victoria_highlight_city_tour",74.95,4,270.3586885246,48.4280471802,-123.3685531616
"ontario","day_trips_&_excursions",517,"toronto","canada","niagara_wine_and_mead_experience",399,4.5,213.728,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",518,"vancouver","canada","vancouver_super_saver:_city_sightseeing_tour_plus_whistler_day_trip",257,4.5,270.3586885246,49.2846107483,-123.1084747314
"british_columbia","day_trips_&_excursions",519,"vancouver","canada","fraser_river_scenic_rafting_trip",150,4.5,270.3586885246,49.9877929688,-121.540977478
"british_columbia","day_trips_&_excursions",520,"fraser_lake","canada","thompson_river_rafting_day_trip",175,4.5,270.3586885246,49.9877929688,-121.540977478
"british_columbia","day_trips_&_excursions",521,"vancouver","canada","private_tour:_capilano_suspension_bridge_and_grouse_mountain",332.91,5,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",522,"vancouver","canada","private_tour:_fraser_valley_wine_country_day_trip_from_vancouver",300.89,4,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",523,"vancouver_island","canada","5_day_broken_islands_kayaking_expedition",270.3599853516,4.5,270.3586885246,38.8258628845,-76.919593811
"pennsylvania_(pa)","day_trips_&_excursions",524,"philadelphia","united_states","niagara_falls_day_trip_from_philadelphia_by_air",871.12,null,871.12,40.7519760132,-73.9866027832
"nova_scotia","day_trips_&_excursions",525,"earltown","canada","dark_sky_canoe_trip_-_2_day",454.25,null,354.5357142857,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",526,"vancouver_island","canada","victoria_to_cowichan_valley_wine_tour",140,4.5,270.3586885246,38.8258628845,-76.919593811
"nova_scotia","day_trips_&_excursions",527,"earltown","canada","lake_rossignol_canoe_trip_-_3_day",684.25,null,354.5357142857,38.8258628845,-76.919593811
"ontario","day_trips_&_excursions",528,"toronto","canada","toronto_to_niagara_falls_&_niagara-on-the-lake_day_tour_with_free_wine_tasting",179,3,213.728,43.0756759644,-79.0856628418
"nova_scotia","day_trips_&_excursions",529,"earltown","canada","keji_southern_lakes_canoe_trip_-_4_day",914.25,null,354.5357142857,38.8258628845,-76.919593811
"nova_scotia","day_trips_&_excursions",530,"earltown","canada","taste_of_the_tobeatic_canoe_trip_-_4_day",354.5400085449,null,354.5357142857,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",531,"vancouver","canada","whistler_day_tour_from_vancouver",109,4,270.3586885246,49.2869224548,-123.1221618652
"newfoundland_and_labrador","day_trips_&_excursions",532,"newfoundland","canada","all_terrain_vehicle_tour_the_newfoundland_wilderness",265,null,265,48.3685150146,-53.3578338623
"british_columbia","day_trips_&_excursions",533,"vancouver","canada","victoria_full-day_sightseeing_tour_from_vancouver",154,4,270.3586885246,49.2869224548,-123.1221618652
"british_columbia","day_trips_&_excursions",534,"vancouver","canada","vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane",569,4.5,270.3586885246,49.2847518921,-123.1394805908
"ontario","day_trips_&_excursions",535,"toronto","canada","niagara_falls_illumination_tour",215,4.5,213.728,45.4637680054,-73.8233413696
"british_columbia","day_trips_&_excursions",536,"vancouver","canada","waterfalls_&_whistler_tour",200,4.5,270.3586885246,49.1513710022,-122.9414520264
"british_columbia","day_trips_&_excursions",537,"vancouver","canada","2-day_whistler_sea_to_sky_tour_from_vancouver",166.95,4.5,270.3586885246,49.2788314819,-123.1232147217
"ontario","day_trips_&_excursions",538,"toronto","canada","bus_tour_of_niagara_falls_including_hornblower_from_toronto",175,5,213.728,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",539,"vancouver","canada","indian_arm_sightseeing_tour",75,1,270.3586885246,49.2929191589,-123.1277923584
"new_york_(ny)","day_trips_&_excursions",540,"new_york_city","united_states","niagara_falls_usa_guided_day_trip_from_new_york_city_by_air",783.87,3,634.152,40.7539138794,-73.9864196777
"british_columbia","day_trips_&_excursions",541,"vancouver","canada","gibsons_sunshine_coast_full-day_hiking_tour",195,4.5,270.3586885246,38.8258628845,-76.919593811
"new_brunswick","day_trips_&_excursions",542,"saint_john","canada","new_brunswick_golf_excursion_river_valley_nine_&_dine",250,null,232.04,38.8258628845,-76.919593811
"alberta","day_trips_&_excursions",543,"canmore","canada","winter_canadian_rockies_canyon_hike",75,5,298.5810526316,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",544,"kamloops","canada","secret_sips_of_the_shuswap_wine_trail",103.95,4.5,270.3586885246,50.7049369812,-120.4427032471
"alberta","day_trips_&_excursions",545,"canadian_rockies","canada","lake_louise_to_jasper_one-way_tour",250.95,4.5,298.5810526316,52.8780860901,-118.0799331665
"ontario","day_trips_&_excursions",546,"toronto","canada","small-group_niagara_falls_tour",250,4.5,213.728,45.4637680054,-73.8233413696
"british_columbia","day_trips_&_excursions",547,"vancouver","canada","sea_to_sky_alpine_and_waterfall_hike",180,4.5,270.3586885246,38.8258628845,-76.919593811
"new_york_(ny)","day_trips_&_excursions",548,"new_york_city","united_states","2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air",952.92,1,634.152,40.7519760132,-73.9866027832
"ontario","day_trips_&_excursions",549,"niagara_falls","canada","niagara_falls_tour_from_oakville_and_burlington",179,4.5,213.728,38.8258628845,-76.919593811
"prince_edward_island","day_trips_&_excursions",550,"murray_river","canada","coastal_lighthouse_and_winery_tour",86.25,4,117.625,38.8258628845,-76.919593811
"ontario","day_trips_&_excursions",551,"toronto","canada","toronto_to_niagara_falls_day_trip_by_train",489.41,5,213.728,40.7519760132,-73.9866027832
"british_columbia","day_trips_&_excursions",552,"vancouver","canada","vancouver_to_whistler_scenic_flight",208.01,4.5,270.3586885246,48.4241294861,-123.3707809448
"ontario","day_trips_&_excursions",553,"niagara_falls","canada","half-day_canadian_side_sightseeing_tour_of_niagara_falls_with_cruise_&_lunch",199,4.5,213.728,43.6837425232,-79.5929107666
"british_columbia","day_trips_&_excursions",554,"vancouver","canada","dream_car_driving_experience",225.75,4.5,270.3586885246,49.3590698242,-123.2670211792
"ontario","day_trips_&_excursions",555,"toronto","canada","ultimate_wine_country_and_niagara_falls",450,4.5,213.728,56.1303672791,-106.3467712402
"british_columbia","day_trips_&_excursions",556,"vancouver_island","canada","3_day_broken_group_islands_kayaking_expedition",950,4.5,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",557,"vancouver_island","canada","vancouver_island_atv_tour",627.9,5,270.3586885246,49.2642745972,-124.7592926025
"ontario","day_trips_&_excursions",558,"toronto","canada","toronto_and_niagara_falls_private_tour",750,4.5,213.728,38.8258628845,-76.919593811
"ontario","day_trips_&_excursions",559,"toronto","canada","niagara_falls_day_trip_from_toronto",115,3,213.728,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",560,"vancouver","canada","victoria_and_butchart_gardens_with_victoria_clipper_to_seattle_one-way_from_vancouver",373,4.5,270.3586885246,49.2846107483,-123.1084747314
"british_columbia","day_trips_&_excursions",561,"vancouver","canada","high-speed_passenger_ferry_day_trips_from_vancouver_to_victoria,_bc,_canada",231,4.5,270.3586885246,38.8258628845,-76.919593811
"british_columbia","day_trips_&_excursions",562,"vancouver_island","canada","the_ultimate_group_package_deal_of_victoria",650,5,270.3586885246,38.8258628845,-76.919593811
"new_york_(ny)","day_trips_&_excursions",563,"buffalo","united_states","private_day_trip_to_niagara_falls,_canada_from_usa",175,3,634.152,37.0902404785,-95.712890625
"ontario","day_trips_&_excursions",564,"niagara_falls","canada","private_niagara_ice_wine_tour",165,5,213.728,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",565,"okanagan_valley","canada","full_day_private_wine_tours_for_up_to_10_people",999,5,182.8508256881,49.9325065613,-119.400177002
"ontario","food,_wine_&_nightlife",566,"toronto","canada","niagara_falls_day_tour_from_toronto",94.92,5,132.8004347826,43.7030754089,-79.4063873291
"quebec","food,_wine_&_nightlife",567,"quebec_city","canada","small-group_quebec_city_food_tour",53,4.5,128.2435483871,46.8130874634,-71.2055969238
"british_columbia","food,_wine_&_nightlife",568,"vancouver_island","canada","victoria_guided_food_and_history_tour",63,5,182.8508256881,48.4300460815,-123.3637237549
"ontario","food,_wine_&_nightlife",569,"toronto","canada","niagara_falls_tour_day_trip_from_toronto",89,4.5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",570,"toronto","canada","st._lawrence_market_and_old_toronto_food_tour",89,5,132.8004347826,43.6596221924,-79.3472824097
"ontario","food,_wine_&_nightlife",571,"toronto","canada","niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner",169,4.5,132.8004347826,43.6837425232,-79.5929107666
"ontario","food,_wine_&_nightlife",572,"toronto","canada","niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch",149,4.5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",573,"niagara_falls","canada","niagara-on-the-lake_wine_tour_and_tastings_with_transport",40,4.5,132.8004347826,43.0618019104,-79.1214294434
"british_columbia","food,_wine_&_nightlife",574,"vancouver","canada","gastronomic_gastown_walking_tour",146.35,5,182.8508256881,49.2838287354,-123.109992981
"ontario","food,_wine_&_nightlife",575,"niagara_falls","canada","half-day_beer_cider_and_wine_tour",35,3.5,132.8004347826,43.0618019104,-79.1214294434
"british_columbia","food,_wine_&_nightlife",576,"vancouver_island","canada","historic_downtown_victoria_food_tour",70,5,182.8508256881,48.4228668213,-123.3689346313
"quebec","food,_wine_&_nightlife",577,"montreal","canada","haunted_montreal_pub_crawl",24,5,128.2435483871,45.5220565796,-73.537109375
"quebec","food,_wine_&_nightlife",578,"quebec_city","canada","evening_gourmet_tour_5_course_dinner_in_quebec_city",143,5,128.2435483871,46.8032455444,-71.234703064
"quebec","food,_wine_&_nightlife",579,"quebec_city","canada","island_of_orleans_food_and_drink_tour",44.95,4.5,128.2435483871,46.8980140686,-71.182975769
"ontario","food,_wine_&_nightlife",580,"niagara_falls","canada","niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner",157.07,5,132.8004347826,43.2265434265,-79.1159591675
"ontario","food,_wine_&_nightlife",581,"toronto","canada","toronto_distillery_district_walking_tour",23.73,5,132.8004347826,43.6502990723,-79.3606796265
"british_columbia","food,_wine_&_nightlife",582,"vancouver","canada","vancouver_brewery_tour",83.99,5,182.8508256881,49.2856445312,-123.1118545532
"ontario","food,_wine_&_nightlife",583,"niagara_falls","canada","niagara_falls_one_day_sightseeing_tour_from_toronto",99,4,132.8004347826,43.6692619324,-79.3868103027
"ontario","food,_wine_&_nightlife",584,"toronto","canada","small-group_toronto_beer_tour",80,5,132.8004347826,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",585,"vancouver","canada","gastown_walking_food_tour",93.45,5,182.8508256881,49.2859191895,-123.113822937
"quebec","food,_wine_&_nightlife",586,"montreal","canada","montreal_craft_brewery_and_beer_tasting_small-group_tour",74.73,5,128.2435483871,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",587,"vancouver","canada","small-group_granville_island_market_tour",79.9,5,182.8508256881,49.2838287354,-123.109992981
"ontario","food,_wine_&_nightlife",588,"niagara_falls","canada","konzelmann_estate_winery_tour_and_tasting_in_niagara-on-the-lake",10,5,132.8004347826,38.8258628845,-76.919593811
"quebec","food,_wine_&_nightlife",589,"montreal","canada","secret_food_tours_montreal",79.74,4.5,128.2435483871,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",590,"toronto","canada","show_me_the_city,_toronto_walking_tour",36,5,132.8004347826,43.6400680542,-79.3824691772
"british_columbia","food,_wine_&_nightlife",591,"vancouver","canada","small-group_gourmet_food_tour_in_vancouver",131.87,5,182.8508256881,49.2838287354,-123.109992981
"ontario","food,_wine_&_nightlife",592,"toronto","canada","niagara_falls_day_tour_from_toronto_including_hornblower_boat_tour",115,4.5,132.8004347826,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",593,"whistler","canada","crystal_hut_fondue_by_snowcat",219.45,4,182.8508256881,50.1133766174,-122.9542617798
"british_columbia","food,_wine_&_nightlife",594,"whistler","canada","fine_dining_dinner_tour_in_whistler",131.24,5,182.8508256881,50.1146850586,-122.9568252563
"british_columbia","food,_wine_&_nightlife",595,"vancouver_island","canada","introductory_brewery_and_distillery_tour",22,5,182.8508256881,48.4846687317,-123.3872299194
"british_columbia","food,_wine_&_nightlife",596,"vancouver","canada","the_fraser_valley_winery_tour",149.96,5,182.8508256881,43.7431793213,-79.3028030396
"ontario","food,_wine_&_nightlife",597,"toronto","canada","kensington_market_-toronto's_neighborhood_international_food_tour",89,5,132.8004347826,43.6544342041,-79.3875045776
"quebec","food,_wine_&_nightlife",598,"quebec_city","canada","quebec_pub_crawl",28,4.5,128.2435483871,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",599,"niagara_falls","canada","niagara-on-the-lake_wine_tour_with_lunch",114.99,4.5,132.8004347826,43.2163963318,-79.1287841797
"quebec","food,_wine_&_nightlife",600,"montreal","canada","small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting",97.73,5,128.2435483871,45.5020561218,-73.5693435669
"ontario","food,_wine_&_nightlife",601,"niagara_falls","canada","the_kettle_tour_-_4_premium_locations_-_2_breweries,_distillery,_winery&cidery",99.95,4.5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",602,"niagara_falls","canada","konzelmann_estate_winery:_junk_food_wine_pairing",15,4.5,132.8004347826,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",603,"whistler","canada","crystal_hut_fondue_by_snowmobile",282.45,5,182.8508256881,50.1133766174,-122.9542617798
"british_columbia","food,_wine_&_nightlife",604,"vancouver","canada","vancouver_wine_tour_(fraser_valley)",135,4.5,182.8508256881,49.287940979,-123.1130523682
"ontario","food,_wine_&_nightlife",605,"niagara_falls","canada","private_winery_tour_of_niagara-on-the-lake",165,5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",606,"toronto","canada","3-hour_old_chinatown_food_tour_in_toronto",100,4.5,132.8004347826,43.6596221924,-79.3472824097
"british_columbia","food,_wine_&_nightlife",607,"okanagan_valley","canada","kelowna_or_west_kelowna_afternoon_sightseeing_wine_tour",98.95,5,182.8508256881,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",608,"niagara_falls","canada","niagara-on-the-lake_winery_tasting_afternoon_tour_with_wine_and_cheese",95,4.5,132.8004347826,43.2541503906,-79.0854721069
"ontario","food,_wine_&_nightlife",609,"niagara_falls","canada","afternoon_delight_wine_and_cheese_tour",89.27,5,132.8004347826,43.1957473755,-79.1569671631
"ontario","food,_wine_&_nightlife",610,"toronto","canada","toronto_craft_brewery_tour",108.72,5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",611,"niagara_falls","canada","the_compromise_tour_-_4_premium_locations_-_winery,_winery&cidery,_2_breweries",99.95,4.5,132.8004347826,38.8258628845,-76.919593811
"new_brunswick","food,_wine_&_nightlife",612,"saint_john","canada","best_of_saint_john_tour",149,5,169.35,38.8258628845,-76.919593811
"prince_edward_island","food,_wine_&_nightlife",613,"charlottetown","canada","best_of_p.e.i._tour",149,4,245.0833333333,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",614,"toronto","canada","tour_to_niagara_falls_from_toronto",89,5,132.8004347826,43.0756759644,-79.0856628418
"ontario","food,_wine_&_nightlife",615,"toronto","canada","tour_to_niagara_falls_with_cruise",103,4.5,132.8004347826,43.0756759644,-79.0856628418
"ontario","food,_wine_&_nightlife",616,"toronto","canada","family_friendly_tour_to_niagara_falls",89,4.5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",617,"toronto","canada","great_canadian_food_tour",90,4.5,132.8004347826,43.6544342041,-79.3875045776
"british_columbia","food,_wine_&_nightlife",618,"vancouver","canada","a_wok_around_chinatown:_culinary_and_cultural_walking_tour",108,5,182.8508256881,49.2723579407,-123.1350631714
"ontario","food,_wine_&_nightlife",619,"niagara_falls","canada","small-group_wine_tour_from_niagara_falls_with_hotel_pickup",99.95,5,132.8004347826,43.1389503479,-79.1334075928
"quebec","food,_wine_&_nightlife",620,"quebec_city","canada","quebec_city_craft_brewery_and_beer_tasting_small-group_tour",74.73,5,128.2435483871,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",621,"vancouver","canada","vancouver_art_deco_&_chocolate_tasting_tour",54.6,5,182.8508256881,49.2829780579,-123.1096954346
"ontario","food,_wine_&_nightlife",622,"niagara_falls","canada","niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch",77.98,5,132.8004347826,43.2265434265,-79.1159591675
"ontario","food,_wine_&_nightlife",623,"niagara_falls","canada","winter_wonderland_food_tour_in_niagara-on-the-lake",62,5,132.8004347826,43.0581626892,-79.2902145386
"ontario","food,_wine_&_nightlife",624,"toronto","canada","niagara_on_the_lake_from_toronto",99,4.5,132.8004347826,43.0756759644,-79.0856628418
"ontario","food,_wine_&_nightlife",625,"niagara_falls","canada","niagara_falls_tour_from_niagara_on_the_lake",99,4.5,132.8004347826,43.0756759644,-79.0856628418
"british_columbia","food,_wine_&_nightlife",626,"vancouver","canada","4-day_vancouver_island_explorer_tour_from_vancouver",592.2,5,182.8508256881,49.2788314819,-123.1232147217
"british_columbia","food,_wine_&_nightlife",627,"vancouver","canada","3-hour_east_vancouver_art_mural_&_craft_brewery_tour",45,4,182.8508256881,38.8258628845,-76.919593811
"quebec","food,_wine_&_nightlife",628,"montreal","canada","montreal_architectural_walking_tour_(2_hour)",44.84,4.5,128.2435483871,45.5058174133,-73.5531616211
"ontario","food,_wine_&_nightlife",629,"toronto","canada","toronto_walking_tour_-_arts,_food_&_culture_(group_tour)",35,4.5,132.8004347826,43.7536735535,-79.6089782715
"british_columbia","food,_wine_&_nightlife",630,"pender_island","canada","whales,_trails_and_island_delights_tour",141.75,5,182.8508256881,48.8002738953,-123.3109436035
"british_columbia","food,_wine_&_nightlife",631,"pender_island","canada","sea_to_sky_tour",99.75,5,182.8508256881,48.8002738953,-123.3109436035
"british_columbia","food,_wine_&_nightlife",632,"whistler","canada","whistler_experience_day_tour",279.3,5,182.8508256881,56.1303672791,-106.3467712402
"british_columbia","food,_wine_&_nightlife",633,"okanagan_valley","canada","fantasy_sightseeing_boat_&_wine_tour",180,5,182.8508256881,38.8258628845,-76.919593811
"quebec","food,_wine_&_nightlife",634,"quebec_city","canada","vip_ice_hotel,_basilica,_copper_museum,_city_and_plains_by_private_car",162.23,4.5,128.2435483871,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",635,"toronto","canada","toronto_city_walking_tour:_york_to_the_6ix_(group_tour)",35,4.5,132.8004347826,43.7536735535,-79.6089782715
"ontario","food,_wine_&_nightlife",636,"niagara_falls","canada","niagara_falls_&_niagara-on-the-lake",600,4.5,132.8004347826,43.0756759644,-79.0856628418
"british_columbia","food,_wine_&_nightlife",637,"vancouver_island","canada","7_pm_spirit_of_victoria_food_tour_(gourmet_food_progressive_dinner_and_tour)",299,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",638,"okanagan_valley","canada","full_day_private_wine_tours_for_up_to_10_people",999,5,182.8508256881,49.9325065613,-119.400177002
"ontario","food,_wine_&_nightlife",639,"toronto","canada","guided_bicycle_tour_-_toronto_waterfront,_island_and_distillery",85,4.5,132.8004347826,43.6518859863,-79.3977584839
"ontario","food,_wine_&_nightlife",640,"niagara_falls","canada","niagara_falls_and_boat_cruise",105,5,132.8004347826,43.0756759644,-79.0856628418
"ontario","food,_wine_&_nightlife",641,"niagara_falls","canada","niagara_falls_tour_&_boat_cruise",110,4.5,132.8004347826,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",642,"toronto","canada","private_tour_from_toronto_to_niagara_on_the_lake",650,4.5,132.8004347826,43.0756759644,-79.0856628418
"quebec","food,_wine_&_nightlife",643,"quebec_city","canada","vip_private_car_tour_falls_&_island_of_orleans_-_(the_all_but_the_basilica_tour)",94.06,4.5,128.2435483871,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",644,"okanagan_valley","canada","bachelorette_wine_tours_-_west_kelowna_wine_tour-_3_hrs.",117,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",645,"okanagan_valley","canada","red_hot_mingle_night!",80,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",646,"vancouver_island","canada","pedal_pub_crawl_downtown_victoria",35,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",647,"vancouver","canada","expert_led_vancouver_food_&_market_tour",109.06,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",648,"okanagan_valley","canada","girls_just_want_to_have_fun",60,5,182.8508256881,49.8294372559,-119.6265563965
"nova_scotia","food,_wine_&_nightlife",649,"yarmouth","canada","pirates_&_pints_pub_crawl",65,5,71.885,43.8391304016,-66.1189498901
"quebec","food,_wine_&_nightlife",650,"quebec_city","canada","traditional_day_in_a_maple_grove_in_quebec",777,4.5,128.2435483871,38.8258628845,-76.919593811
"quebec","food,_wine_&_nightlife",651,"quebec_city","canada","native_american_discoveries_and_overnight_stay_in_prospector's_tent",599,4.5,128.2435483871,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",652,"toronto","canada","cowbell_express_beer_tour",110,4.5,132.8004347826,45.4637680054,-73.8233413696
"british_columbia","food,_wine_&_nightlife",653,"okanagan_valley","canada","high_spirited_two_day_wine_adventure",450,5,182.8508256881,49.8947868347,-119.4965896606
"quebec","food,_wine_&_nightlife",654,"montreal","canada","old_montreal_delights_with_a_local!",225,4.5,128.2435483871,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",655,"vancouver_island","canada","6_pm_spirit_of_victoria_food_tour_(gourmet_food_progressive_dinner_and_tour)",299,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",656,"okanagan_valley","canada","wine_tasting_tours",75,5,182.8508256881,49.8294372559,-119.6265563965
"ontario","food,_wine_&_nightlife",657,"dundas","canada","original_hamilton_beer_tours",118.65,4.5,132.8004347826,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",658,"okanagan_valley","canada","naramata_private\/custom_wine_tours_up_to_10_people",999,5,182.8508256881,49.9325065613,-119.400177002
"british_columbia","food,_wine_&_nightlife",659,"okanagan_valley","canada","bachelorette_private_wine_tours",140,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",660,"okanagan_valley","canada","vip_and_exclusive_tours",175,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",661,"okanagan_valley","canada","special_group_full_day_private_wine_tours_for_up_to_12_people_3_tour_options",182.8500061035,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",662,"okanagan_valley","canada","kelowna_wine_tours-event_5_hours",175,5,182.8508256881,49.8294372559,-119.6265563965
"british_columbia","food,_wine_&_nightlife",663,"okanagan_valley","canada","west_kelowna_wine_tour_5_hours.",175,5,182.8508256881,49.8294372559,-119.6265563965
"ontario","food,_wine_&_nightlife",664,"niagara_falls","canada","niagara_wine_tasting_and_3-course_dinner",152.55,4.5,132.8004347826,43.1957473755,-79.1569671631
"ontario","food,_wine_&_nightlife",665,"toronto","canada","full-day_niagara_winery_tour_from_toronto",99,4.5,132.8004347826,43.7030754089,-79.4063873291
"quebec","food,_wine_&_nightlife",666,"montreal","canada","flavors_of_old_montreal_walking_tour",68,4.5,128.2435483871,45.5279655457,-73.5975494385
"british_columbia","food,_wine_&_nightlife",667,"vancouver","canada","fraser_valley_wine_tour_from_vancouver",187,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",668,"okanagan_valley","canada","west_kelowna_wine_tour",185,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",669,"vancouver_island","canada","local_food,_craft_beverage_and_estate_winery_tour_of_cowichan_valley",150,5,182.8508256881,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",670,"okanagan_valley","canada","4-hour_okanagan_valley_wine_tasting_tour_of_the_kelowna_lakeshore_wine_route",129,4.5,182.8508256881,49.041431427,-119.4669113159
"ontario","food,_wine_&_nightlife",671,"niagara_falls","canada","half_day_wine_&_cheese_tour_-_niagara_on_the_lake_wine_tour",98,4.5,132.8004347826,43.2163963318,-79.1287841797
"alberta","food,_wine_&_nightlife",672,"canadian_rockies","canada","jasper_food_tour",123,5,108.4855555556,38.8258628845,-76.919593811
"ontario","food,_wine_&_nightlife",673,"toronto","canada","diversity_of_scarborough_food_tour",73,5,132.8004347826,38.8258628845,-76.919593811
"british_columbia","food,_wine_&_nightlife",674,"vancouver_island","canada","best_of_victoria_food_tour",68.25,5,182.8508256881,48.4300460815,-123.3637237549
"quebec","food,_wine_&_nightlife",675,"montreal","canada","christmas_walking_tour_in_old_montreal",21,4.5,128.2435483871,45.5025939941,-73.5551681519
"british_columbia","food,_wine_&_nightlife",676,"vancouver_island","canada","fort_street_food_walking_tour_in_victoria",60,4.5,182.8508256881,48.4228668213,-123.3689346313
